issuer,Idate,Fdate,ISIN,ticker,SIC
Rafael Microelectronics Inc,2016/12/14,2016/4/12,TW0006568009,6568,3679
Castles Technology Co Ltd,2016/12/16,2016/7/27,TW0005258008,5258,8748
DBTEL Inc,1991/5/23,1991/5/23,,5304,3661
Tong Lung Metal Industry Co,1994/9/21,1994/9/21,TW0009920009,8705,3499
Behavior Tech Computer Corp,1995/8/17,1995/8/17,TW0008986597,2341,3577
Systex Corp,1995/9/1,1995/9/1,,6214,7376
Yeti Electronics Co Ltd,1996/12/30,1996/12/30,TW0009076984,5321,3674
Pan Asia Chemical Corp,1998/4/21,1998/4/21,,4707,2899
Chien Kuo Construction Co Ltd,1999/1/4,1999/1/4,,5515,1522
ProMOS Technologies Inc,1999/4/15,1999/4/15,,5387,3674
Albatron Technology Co Ltd,1999/4/16,1999/4/16,,5386,3577
SerComm Corp,1999/4/19,1999/4/19,TW0005388003,5388,4812
Chih-Kan Technology Co Ltd,1999/7/3,1999/7/3,,4413,2299
KSECO,1999/10/25,1999/10/25,,5521,1611
Roo Hsing Garment Co Ltd,1999/11/18,1999/11/18,,4414,2331
Prodisc Technology Inc,1999/11/20,1999/11/20,TW0005350003,2396,3695
Billion Electric Co Ltd,1999/12/16,1999/12/16,,3027,3674
Zero One Technology Co,1999/12/18,1999/12/18,,3029,7373
Taipei Lamination Ind Inc,1999/12/22,1999/12/22,,4304,2241
Fu Chan High Pile Co Ltd,2000/4/10,2000/4/10,,4416,2281
Puretek Industrial Co Ltd,2000/6/3,2000/6/3,,5442,3674
Huaku Construction Co Ltd,2000/6/19,2000/6/19,,2548,1522
Ultra Source Technology Corp,2000/7/15,2000/7/15,,3020,3674
AOpen Inc,2000/7/27,2000/7/27,TW0003046009,3046,3575
Cradle Technology Corp,2000/8/22,2000/8/22,,3021,7375
Zenitron Corp,2000/9/4,2000/9/4,,3028,3674
CyberLink Corp,2000/9/13,2000/9/13,,5203,7372
Evermore Chem Ind Co Ltd,2000/9/13,2000/9/13,,1735,2899
Faraday Technology Corp,2000/9/28,2000/9/28,TW0005404008,3035,3679
Applied Component Tech Corp,2000/10/19,2000/10/19,,5467,3674
SmarTeam Corp,2000/11/25,2000/11/25,,5204,3577
Shinih Enterprise Co Ltd,2000/12/14,2000/12/14,,9944,2297
TM Technology Inc,2000/12/16,2000/12/16,,5468,3674
Well Communication Corp,2001/2/12,2001/2/12,,3039,7375
Edimax Technology Co Ltd,2001/2/17,2001/2/17,,3047,3577
TXC Corp,2001/2/19,2001/2/19,,3042,3679
Bright Led Electronics Corp,2001/2/25,2001/2/25,,3031,3674
Key Ware Electronics Co Ltd,2001/3/2,2001/3/2,,5498,3545
ICP Electronics Inc,2001/3/5,2001/3/5,,3022,3577
Compucase Enterprise Co Ltd,2001/3/15,2001/3/15,,3032,5045
Novatek Microelectronics Corp,2001/3/24,2001/3/24,,3034,3674
Avid Electronics Corp,2001/4/9,2001/4/9,,6103,3674
Feya Technologies Co Ltd,2001/5/22,2001/5/22,,5207,7372
Long Lon Fiber Co Ltd,2001/5/23,2001/5/23,,4419,2299
Forhouse Corporation,2001/12/5,2001/12/5,,6120,3827
KenMec Mechanical Engineering,2001/12/23,2001/12/23,TW000R017005,6125,3679
Sampo Technology Corp,2001/12/28,2001/12/28,,6137,3575
